name,p_max_mpa,v_pm_mps,x_pm_m,omega_sum_kg,W_0_m3,delta_kg_m3,type,num_powders
С 4/0.250 8/0.250 13/0.250 15/0.250 3.0,309.31,950.00,2.561,3.000,0.003333,900.0,Свободная,4
С 4/0.250 9/0.250 10/0.250 13/0.250 3.0,249.88,950.00,3.799,3.000,0.003333,900.0,Свободная,4
С 4/0.250 9/0.250 11/0.250 13/0.250 3.0,308.02,950.00,4.093,3.000,0.003333,900.0,Свободная,4
С 4/0.250 9/0.250 13/0.250 14/0.250 3.0,341.61,950.00,2.185,3.000,0.003333,900.0,Свободная,4
С 4/0.250 9/0.250 13/0.250 15/0.250 3.0,280.87,950.00,3.132,3.000,0.003333,900.0,Свободная,4
С 4/0.250 9/0.250 14/0.250 15/0.250 3.0,238.02,950.00,4.316,3.000,0.003333,900.0,Свободная,4
С 4/0.250 10/0.250 13/0.250 14/0.250 3.0,300.05,950.00,2.790,3.000,0.003333,900.0,Свободная,4
С 4/0.250 10/0.250 13/0.250 15/0.250 3.0,245.42,950.00,4.271,3.000,0.003333,900.0,Свободная,4
С 4/0.250 11/0.250 13/0.250 14/0.250 3.0,355.16,950.00,2.957,3.000,0.003333,900.0,Свободная,4
С 4/0.250 11/0.250 13/0.250 15/0.250 3.0,306.83,950.00,4.725,3.000,0.003333,900.0,Свободная,4
С 4/0.250 13/0.250 14/0.250 15/0.250 3.0,336.63,950.00,2.346,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 14/0.250 3.0,253.09,950.00,3.381,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 13/0.250 3.0,296.09,950.00,2.601,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 10/0.250 13/0.250 3.0,260.74,950.00,3.333,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 10/0.250 14/0.250 3.0,222.14,950.00,4.512,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 11/0.250 13/0.250 3.0,315.65,950.00,3.513,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 11/0.250 14/0.250 3.0,281.49,950.00,4.851,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 13/0.250 14/0.250 3.0,351.08,950.00,2.035,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 13/0.250 15/0.250 3.0,291.02,950.00,2.812,3.000,0.003333,900.0,Свободная,4
С 5/0.250 8/0.250 14/0.250 15/0.250 3.0,248.23,950.00,3.730,3.000,0.003333,900.0,Свободная,4
С 5/0.250 9/0.250 10/0.250 13/0.250 3.0,237.63,950.00,4.133,3.000,0.003333,900.0,Свободная,4
С 5/0.250 9/0.250 11/0.250 13/0.250 3.0,295.74,950.00,4.451,3.000,0.003333,900.0,Свободная,4
С 5/0.250 9/0.250 13/0.250 14/0.250 3.0,320.90,950.00,2.396,3.000,0.003333,900.0,Свободная,4
С 5/0.250 9/0.250 14/0.250 15/0.250 3.0,225.91,950.00,4.721,3.000,0.003333,900.0,Свободная,4
С 5/0.250 9/0.250 13/0.250 15/0.250 3.0,265.40,950.00,3.433,3.000,0.003333,900.0,Свободная,4
С 5/0.250 10/0.250 13/0.250 14/0.250 3.0,282.89,950.00,3.061,3.000,0.003333,900.0,Свободная,4
С 5/0.250 10/0.250 13/0.250 15/0.250 3.0,232.61,950.00,4.687,3.000,0.003333,900.0,Свободная,4
С 5/0.250 11/0.250 13/0.250 14/0.250 3.0,338.93,950.00,3.239,3.000,0.003333,900.0,Свободная,4
С 5/0.250 13/0.250 14/0.250 15/0.250 3.0,315.41,950.00,2.590,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 10/0.250 13/0.250 3.0,337.34,950.00,2.092,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 10/0.250 14/0.250 3.0,287.04,950.00,2.677,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 10/0.250 15/0.250 3.0,234.13,950.00,3.958,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 11/0.250 13/0.250 3.0,384.07,950.00,2.148,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 11/0.250 14/0.250 3.0,339.36,950.00,2.772,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 11/0.250 15/0.250 3.0,292.67,950.00,4.211,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 13/0.250 15/0.250 3.0,378.94,950.00,1.792,3.000,0.003333,900.0,Свободная,4
С 8/0.250 9/0.250 14/0.250 15/0.250 3.0,322.48,950.00,2.265,3.000,0.003333,900.0,Свободная,4
С 8/0.250 10/0.250 11/0.250 13/0.250 3.0,348.18,950.00,2.734,3.000,0.003333,900.0,Свободная,4
С 8/0.250 10/0.250 11/0.250 14/0.250 3.0,308.21,950.00,3.674,3.000,0.003333,900.0,Свободная,4
С 8/0.250 10/0.250 13/0.250 15/0.250 3.0,332.62,950.00,2.224,3.000,0.003333,900.0,Свободная,4
С 8/0.250 10/0.250 14/0.250 15/0.250 3.0,282.55,950.00,2.894,3.000,0.003333,900.0,Свободная,4
С 8/0.250 11/0.250 13/0.250 15/0.250 3.0,382.57,950.00,2.306,3.000,0.003333,900.0,Свободная,4
С 8/0.250 11/0.250 14/0.250 15/0.250 3.0,338.06,950.00,3.036,3.000,0.003333,900.0,Свободная,4
С 9/0.250 10/0.250 11/0.250 13/0.250 3.0,324.31,950.00,3.385,3.000,0.003333,900.0,Свободная,4
С 9/0.250 10/0.250 11/0.250 14/0.250 3.0,288.06,950.00,4.749,3.000,0.003333,900.0,Свободная,4
С 9/0.250 10/0.250 13/0.250 14/0.250 3.0,366.84,950.00,1.920,3.000,0.003333,900.0,Свободная,4
С 9/0.250 10/0.250 13/0.250 15/0.250 3.0,301.96,950.00,2.676,3.000,0.003333,900.0,Свободная,4
С 9/0.250 10/0.250 14/0.250 15/0.250 3.0,256.25,950.00,3.583,3.000,0.003333,900.0,Свободная,4
С 9/0.250 11/0.250 13/0.250 15/0.250 3.0,355.98,950.00,2.814,3.000,0.003333,900.0,Свободная,4
С 9/0.250 11/0.250 14/0.250 15/0.250 3.0,314.79,950.00,3.838,3.000,0.003333,900.0,Свободная,4
С 10/0.250 11/0.250 13/0.250 14/0.250 3.0,374.37,950.00,2.516,3.000,0.003333,900.0,Свободная,4
С 10/0.250 11/0.250 13/0.250 15/0.250 3.0,323.28,950.00,3.811,3.000,0.003333,900.0,Свободная,4
С 10/0.250 13/0.250 14/0.250 15/0.250 3.0,361.60,950.00,2.042,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.200 5/0.200 6/0.200 3.0,367.24,950.00,4.980,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.200 7/0.200 10/0.200 3.0,370.03,950.00,4.566,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.200 13/0.200 14/0.200 3.0,230.24,950.00,4.876,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.200 6/0.200 10/0.200 3.0,381.28,950.00,4.228,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.200 7/0.200 10/0.200 3.0,358.89,950.00,4.773,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.200 7/0.200 15/0.200 3.0,383.77,950.00,4.097,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.200 9/0.200 13/0.200 3.0,251.51,950.00,3.588,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.200 9/0.200 14/0.200 3.0,222.33,950.00,4.544,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.200 10/0.200 13/0.200 3.0,227.58,950.00,4.511,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.200 11/0.200 13/0.200 3.0,273.18,950.00,4.761,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.200 13/0.200 14/0.200 3.0,287.78,950.00,2.880,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.200 13/0.200 15/0.200 3.0,247.98,950.00,3.887,3.000,0.003333,900.0,Свободная,4
С 3/0.400 9/0.200 13/0.200 14/0.200 3.0,268.04,950.00,3.356,3.000,0.003333,900.0,Свободная,4
С 3/0.400 9/0.200 13/0.200 15/0.200 3.0,230.45,950.00,4.680,3.000,0.003333,900.0,Свободная,4
С 3/0.400 10/0.200 13/0.200 14/0.200 3.0,242.80,950.00,4.205,3.000,0.003333,900.0,Свободная,4
С 3/0.400 11/0.200 13/0.200 14/0.200 3.0,289.05,950.00,4.454,3.000,0.003333,900.0,Свободная,4
С 3/0.400 13/0.200 14/0.200 15/0.200 3.0,264.28,950.00,3.635,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.200 7/0.200 10/0.200 3.0,366.22,950.00,4.940,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 13/0.200 3.0,253.95,950.00,3.556,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 14/0.200 3.0,222.37,950.00,4.616,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.200 10/0.200 13/0.200 3.0,228.12,950.00,4.566,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.200 11/0.200 13/0.200 3.0,275.62,950.00,4.858,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.200 13/0.200 14/0.200 3.0,294.45,950.00,2.789,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.200 13/0.200 15/0.200 3.0,250.92,950.00,3.856,3.000,0.003333,900.0,Свободная,4
С 4/0.400 9/0.200 13/0.200 14/0.200 3.0,272.77,950.00,3.288,3.000,0.003333,900.0,Свободная,4
С 4/0.400 9/0.200 13/0.200 15/0.200 3.0,231.85,950.00,4.727,3.000,0.003333,900.0,Свободная,4
С 4/0.400 10/0.200 13/0.200 14/0.200 3.0,245.42,950.00,4.198,3.000,0.003333,900.0,Свободная,4
С 4/0.400 11/0.200 13/0.200 14/0.200 3.0,293.15,950.00,4.489,3.000,0.003333,900.0,Свободная,4
С 4/0.400 13/0.200 14/0.200 15/0.200 3.0,268.97,950.00,3.573,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.200 9/0.200 13/0.200 3.0,235.71,950.00,4.017,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.200 13/0.200 14/0.200 3.0,270.21,950.00,3.188,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.200 13/0.200 15/0.200 3.0,231.95,950.00,4.398,3.000,0.003333,900.0,Свободная,4
С 5/0.400 9/0.200 13/0.200 14/0.200 3.0,251.63,950.00,3.748,3.000,0.003333,900.0,Свободная,4
С 5/0.400 10/0.200 13/0.200 14/0.200 3.0,227.37,950.00,4.781,3.000,0.003333,900.0,Свободная,4
С 5/0.400 13/0.200 14/0.200 15/0.200 3.0,247.61,950.00,4.103,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 10/0.200 11/0.200 3.0,277.01,950.00,3.856,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 10/0.200 13/0.200 3.0,342.69,950.00,2.002,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 10/0.200 14/0.200 3.0,300.83,950.00,2.422,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 10/0.200 15/0.200 3.0,256.22,950.00,3.217,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 11/0.200 13/0.200 3.0,377.91,950.00,2.027,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 11/0.200 14/0.200 3.0,340.39,950.00,2.457,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 11/0.200 15/0.200 3.0,299.77,950.00,3.300,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 14/0.200 15/0.200 3.0,330.71,950.00,2.125,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.200 13/0.200 15/0.200 3.0,375.81,950.00,1.774,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.200 11/0.200 14/0.200 3.0,313.13,950.00,3.005,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.200 11/0.200 13/0.200 3.0,347.55,950.00,2.424,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.200 11/0.200 15/0.200 3.0,275.83,950.00,4.218,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.200 13/0.200 15/0.200 3.0,338.87,950.00,2.094,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.200 14/0.200 15/0.200 3.0,297.20,950.00,2.557,3.000,0.003333,900.0,Свободная,4
С 8/0.400 11/0.200 13/0.200 15/0.200 3.0,376.78,950.00,2.128,3.000,0.003333,900.0,Свободная,4
С 8/0.400 11/0.200 14/0.200 15/0.200 3.0,339.14,950.00,2.606,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.200 11/0.200 13/0.200 3.0,308.14,950.00,3.346,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.200 11/0.200 14/0.200 3.0,278.19,950.00,4.338,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.200 13/0.200 14/0.200 3.0,339.79,950.00,2.127,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.200 13/0.200 15/0.200 3.0,290.19,950.00,2.797,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.200 14/0.200 15/0.200 3.0,254.63,950.00,3.526,3.000,0.003333,900.0,Свободная,4
С 9/0.400 11/0.200 13/0.200 14/0.200 3.0,378.15,950.00,2.172,3.000,0.003333,900.0,Свободная,4
С 9/0.400 11/0.200 13/0.200 15/0.200 3.0,333.54,950.00,2.882,3.000,0.003333,900.0,Свободная,4
С 9/0.400 11/0.200 14/0.200 15/0.200 3.0,300.45,950.00,3.679,3.000,0.003333,900.0,Свободная,4
С 9/0.400 13/0.200 14/0.200 15/0.200 3.0,372.51,950.00,1.877,3.000,0.003333,900.0,Свободная,4
С 10/0.400 11/0.200 13/0.200 14/0.200 3.0,320.16,950.00,3.291,3.000,0.003333,900.0,Свободная,4
С 10/0.400 11/0.200 13/0.200 15/0.200 3.0,282.49,950.00,4.818,3.000,0.003333,900.0,Свободная,4
С 10/0.400 13/0.200 14/0.200 15/0.200 3.0,302.31,950.00,2.733,3.000,0.003333,900.0,Свободная,4
С 3/0.300 4/0.300 7/0.200 10/0.200 3.0,372.15,950.00,4.593,3.000,0.003333,900.0,Свободная,4
С 3/0.300 4/0.300 13/0.200 14/0.200 3.0,229.53,950.00,4.930,3.000,0.003333,900.0,Свободная,4
С 3/0.300 5/0.300 6/0.200 10/0.200 3.0,377.35,950.00,4.355,3.000,0.003333,900.0,Свободная,4
С 3/0.300 5/0.300 7/0.200 9/0.200 3.0,380.67,950.00,3.805,3.000,0.003333,900.0,Свободная,4
С 3/0.300 5/0.300 7/0.200 10/0.200 3.0,354.72,950.00,4.935,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 13/0.200 3.0,281.78,950.00,2.833,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 14/0.200 3.0,248.82,950.00,3.503,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 15/0.200 3.0,212.59,950.00,4.904,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 10/0.200 13/0.200 3.0,254.88,950.00,3.463,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 10/0.200 14/0.200 3.0,224.53,950.00,4.397,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 11/0.200 13/0.200 3.0,298.27,950.00,3.585,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 11/0.200 14/0.200 3.0,270.50,950.00,4.602,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 13/0.200 14/0.200 3.0,322.61,950.00,2.315,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 13/0.200 15/0.200 3.0,277.87,950.00,3.023,3.000,0.003333,900.0,Свободная,4
С 3/0.300 8/0.300 14/0.200 15/0.200 3.0,245.40,950.00,3.781,3.000,0.003333,900.0,Свободная,4
С 3/0.300 9/0.300 11/0.200 13/0.200 3.0,274.39,950.00,4.763,3.000,0.003333,900.0,Свободная,4
С 3/0.300 9/0.300 13/0.200 14/0.200 3.0,289.86,950.00,2.851,3.000,0.003333,900.0,Свободная,4
С 3/0.300 9/0.300 13/0.200 15/0.200 3.0,249.01,950.00,3.870,3.000,0.003333,900.0,Свободная,4
С 3/0.300 10/0.300 13/0.200 14/0.200 3.0,249.39,950.00,3.937,3.000,0.003333,900.0,Свободная,4
С 3/0.300 11/0.300 13/0.200 14/0.200 3.0,320.32,950.00,4.372,3.000,0.003333,900.0,Свободная,4
С 3/0.300 13/0.300 14/0.200 15/0.200 3.0,325.29,950.00,2.472,3.000,0.003333,900.0,Свободная,4
С 4/0.300 5/0.300 6/0.200 10/0.200 3.0,383.88,950.00,4.436,3.000,0.003333,900.0,Свободная,4
С 4/0.300 5/0.300 7/0.200 9/0.200 3.0,387.27,950.00,3.838,3.000,0.003333,900.0,Свободная,4
С 4/0.300 5/0.300 7/0.200 15/0.200 3.0,386.42,950.00,4.287,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 9/0.200 14/0.200 3.0,251.19,950.00,3.464,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 9/0.200 15/0.200 3.0,213.16,950.00,4.950,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 10/0.200 13/0.200 3.0,257.98,950.00,3.412,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 10/0.200 14/0.200 3.0,225.62,950.00,4.408,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 11/0.200 13/0.200 3.0,302.37,950.00,3.543,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 11/0.200 14/0.200 3.0,272.64,950.00,4.645,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 13/0.200 14/0.200 3.0,331.28,950.00,2.226,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 13/0.200 15/0.200 3.0,283.33,950.00,2.942,3.000,0.003333,900.0,Свободная,4
С 4/0.300 8/0.300 14/0.200 15/0.200 3.0,248.23,950.00,3.738,3.000,0.003333,900.0,Свободная,4
С 4/0.300 9/0.300 10/0.200 13/0.200 3.0,229.52,950.00,4.516,3.000,0.003333,900.0,Свободная,4
С 4/0.300 9/0.300 11/0.200 13/0.200 3.0,276.84,950.00,4.809,3.000,0.003333,900.0,Свободная,4
С 4/0.300 9/0.300 13/0.200 14/0.200 3.0,295.85,950.00,2.769,3.000,0.003333,900.0,Свободная,4
С 4/0.300 9/0.300 13/0.200 15/0.200 3.0,252.35,950.00,3.819,3.000,0.003333,900.0,Свободная,4
С 4/0.300 10/0.300 13/0.200 14/0.200 3.0,252.62,950.00,3.892,3.000,0.003333,900.0,Свободная,4
С 4/0.300 11/0.300 13/0.200 14/0.200 3.0,324.81,950.00,4.376,3.000,0.003333,900.0,Свободная,4
С 4/0.300 13/0.300 14/0.200 15/0.200 3.0,334.75,950.00,2.372,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 14/0.200 3.0,237.09,950.00,3.805,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 13/0.200 3.0,268.96,950.00,3.047,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 10/0.200 13/0.200 3.0,242.70,950.00,3.765,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 10/0.200 14/0.200 3.0,213.30,950.00,4.847,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 11/0.200 13/0.200 3.0,287.13,950.00,3.911,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 13/0.200 14/0.200 3.0,308.30,950.00,2.474,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 13/0.200 15/0.200 3.0,264.87,950.00,3.271,3.000,0.003333,900.0,Свободная,4
С 5/0.300 8/0.300 14/0.200 15/0.200 3.0,233.15,950.00,4.146,3.000,0.003333,900.0,Свободная,4
С 5/0.300 9/0.300 10/0.200 13/0.200 3.0,217.09,950.00,4.970,3.000,0.003333,900.0,Свободная,4
С 5/0.300 9/0.300 13/0.200 14/0.200 3.0,276.56,950.00,3.076,3.000,0.003333,900.0,Свободная,4
С 5/0.300 9/0.300 13/0.200 15/0.200 3.0,237.18,950.00,4.238,3.000,0.003333,900.0,Свободная,4
С 5/0.300 10/0.300 13/0.200 14/0.200 3.0,237.61,950.00,4.316,3.000,0.003333,900.0,Свободная,4
С 5/0.300 11/0.300 13/0.200 14/0.200 3.0,310.03,950.00,4.841,3.000,0.003333,900.0,Свободная,4
С 5/0.300 13/0.300 14/0.200 15/0.200 3.0,310.71,950.00,2.658,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 10/0.200 11/0.200 3.0,268.92,950.00,4.248,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 10/0.200 13/0.200 3.0,329.63,950.00,2.136,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 10/0.200 15/0.200 3.0,246.52,950.00,3.494,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 10/0.200 14/0.200 3.0,289.36,950.00,2.601,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 11/0.200 13/0.200 3.0,366.79,950.00,2.166,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 11/0.200 14/0.200 3.0,330.25,950.00,2.646,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 11/0.200 15/0.200 3.0,290.85,950.00,3.609,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 13/0.200 15/0.200 3.0,361.74,950.00,1.887,3.000,0.003333,900.0,Свободная,4
С 8/0.300 9/0.300 14/0.200 15/0.200 3.0,317.92,950.00,2.276,3.000,0.003333,900.0,Свободная,4
С 8/0.300 10/0.300 11/0.200 13/0.200 3.0,323.45,950.00,2.896,3.000,0.003333,900.0,Свободная,4
С 8/0.300 10/0.300 11/0.200 14/0.200 3.0,291.29,950.00,3.676,3.000,0.003333,900.0,Свободная,4
С 8/0.300 10/0.300 13/0.200 14/0.200 3.0,361.54,950.00,1.907,3.000,0.003333,900.0,Свободная,4
С 8/0.300 10/0.300 13/0.200 15/0.200 3.0,309.07,950.00,2.463,3.000,0.003333,900.0,Свободная,4
С 8/0.300 10/0.300 14/0.200 15/0.200 3.0,271.07,950.00,3.059,3.000,0.003333,900.0,Свободная,4
С 8/0.300 11/0.300 14/0.200 15/0.200 3.0,338.80,950.00,3.274,3.000,0.003333,900.0,Свободная,4
С 8/0.300 11/0.300 13/0.200 15/0.200 3.0,371.47,950.00,2.602,3.000,0.003333,900.0,Свободная,4
С 9/0.300 10/0.300 11/0.200 13/0.200 3.0,295.63,950.00,3.774,3.000,0.003333,900.0,Свободная,4
С 9/0.300 10/0.300 11/0.200 14/0.200 3.0,266.69,950.00,5.000,3.000,0.003333,900.0,Свободная,4
С 9/0.300 10/0.300 13/0.200 14/0.200 3.0,322.37,950.00,2.331,3.000,0.003333,900.0,Свободная,4
С 9/0.300 10/0.300 13/0.200 15/0.200 3.0,275.51,950.00,3.107,3.000,0.003333,900.0,Свободная,4
С 9/0.300 10/0.300 14/0.200 15/0.200 3.0,240.92,950.00,3.988,3.000,0.003333,900.0,Свободная,4
С 9/0.300 11/0.300 13/0.200 14/0.200 3.0,382.96,950.00,2.465,3.000,0.003333,900.0,Свободная,4
С 9/0.300 11/0.300 13/0.200 15/0.200 3.0,343.07,950.00,3.370,3.000,0.003333,900.0,Свободная,4
С 9/0.300 11/0.300 14/0.200 15/0.200 3.0,313.97,950.00,4.412,3.000,0.003333,900.0,Свободная,4
С 10/0.300 11/0.300 13/0.200 14/0.200 3.0,344.02,950.00,3.439,3.000,0.003333,900.0,Свободная,4
С 10/0.300 13/0.300 14/0.200 15/0.200 3.0,365.36,950.00,2.006,3.000,0.003333,900.0,Свободная,4
С 3/0.350 4/0.250 7/0.200 10/0.200 3.0,371.24,950.00,4.578,3.000,0.003333,900.0,Свободная,4
С 3/0.350 4/0.250 13/0.200 14/0.200 3.0,229.82,950.00,4.905,3.000,0.003333,900.0,Свободная,4
С 3/0.350 5/0.250 6/0.200 10/0.200 3.0,379.52,950.00,4.288,3.000,0.003333,900.0,Свободная,4
С 3/0.350 5/0.250 7/0.200 9/0.200 3.0,382.98,950.00,3.751,3.000,0.003333,900.0,Свободная,4
С 3/0.350 5/0.250 7/0.200 15/0.200 3.0,381.41,950.00,4.162,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 14/0.200 3.0,235.13,950.00,3.975,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 13/0.200 3.0,265.92,950.00,3.182,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 10/0.200 13/0.200 3.0,240.59,950.00,3.941,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 11/0.200 13/0.200 3.0,285.07,950.00,4.112,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 13/0.200 14/0.200 3.0,304.76,950.00,2.574,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 13/0.200 15/0.200 3.0,262.39,950.00,3.417,3.000,0.003333,900.0,Свободная,4
С 3/0.350 8/0.250 14/0.200 15/0.200 3.0,231.70,950.00,4.333,3.000,0.003333,900.0,Свободная,4
С 3/0.350 9/0.250 10/0.200 13/0.200 3.0,219.62,950.00,4.970,3.000,0.003333,900.0,Свободная,4
С 3/0.350 9/0.250 13/0.200 14/0.200 3.0,278.79,950.00,3.088,3.000,0.003333,900.0,Свободная,4
С 3/0.350 9/0.250 13/0.200 15/0.200 3.0,239.61,950.00,4.245,3.000,0.003333,900.0,Свободная,4
С 3/0.350 10/0.250 13/0.200 14/0.200 3.0,246.14,950.00,4.067,3.000,0.003333,900.0,Свободная,4
С 3/0.350 11/0.250 13/0.200 14/0.200 3.0,303.86,950.00,4.409,3.000,0.003333,900.0,Свободная,4
С 3/0.350 13/0.250 14/0.200 15/0.200 3.0,292.95,950.00,2.979,3.000,0.003333,900.0,Свободная,4
С 4/0.350 5/0.250 6/0.200 10/0.200 3.0,387.50,950.00,4.367,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 9/0.200 13/0.200 3.0,270.07,950.00,3.116,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 9/0.200 14/0.200 3.0,236.36,950.00,3.974,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 10/0.200 13/0.200 3.0,242.59,950.00,3.922,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 11/0.200 13/0.200 3.0,288.68,950.00,4.114,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 13/0.200 14/0.200 3.0,312.47,950.00,2.481,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 13/0.200 15/0.200 3.0,266.61,950.00,3.351,3.000,0.003333,900.0,Свободная,4
С 4/0.350 8/0.250 14/0.200 15/0.200 3.0,233.07,950.00,4.346,3.000,0.003333,900.0,Свободная,4
С 4/0.350 9/0.250 13/0.200 14/0.200 3.0,284.16,950.00,3.010,3.000,0.003333,900.0,Свободная,4
С 4/0.350 10/0.250 13/0.200 14/0.200 3.0,249.00,950.00,4.040,3.000,0.003333,900.0,Свободная,4
